0,73.06
98,73.36
293,74.44
0,80.7
0,79.04
27,76.9
132,77.34
50,77.82
0,68.76
0,74.92
0,72.42
158,67.58
83,67.46
117,67.38
42,67.86
0,74.58
60,75.08
162,75.46
0,81.76
0,80.1
43,78.14
0,79.84
0,89.4
35,78.88
229,62.9
107,64.08
0,67.76
0,67.9
0,75.74
0,73.24
0,77.46
64,67.9
